Datetime,Tweet_ID,Content,Username,User_Location,Retweets,Likes
2021-08-20 19:05:04+00:00,1428795237120479239,"today years old when I first heard of a health provider called @AsanteHs in Oregon, USA
 
also #PataChanjoKe 💉💪🏾 wherever you are 

we're not safe until we are all safe https://t.co/32d28x4GXf",covid_kenya,"Nairobi, Kenya",0,0
2021-08-20 16:18:48+00:00,1428753394634797062,#PataChanjoKE 💪🏾💉💝 https://t.co/SqaQoPZ3Pi,covid_kenya,"Nairobi, Kenya",2,1
2021-08-20 12:02:17+00:00,1428688839825149958,#PataChanjoKe 💪🏾💉 https://t.co/4W43rF5lZX,covid_kenya,"Nairobi, Kenya",1,0
2021-08-20 11:56:40+00:00,1428687424734089225,"#PataChanjoKE 💪🏾💉

one hundred and fifty thousand reasons to do so, enumerated below... 💸☠️ https://t.co/8p8WK0tuon",covid_kenya,"Nairobi, Kenya",1,3
2021-08-20 10:55:56+00:00,1428672141751463939,Najua ni wimbo but yeah #COVID19 is really hitting people hard. Pesa ya matanga nimetuma  ya hii mwezi imekaribia rent yangu and it's not just right... Stay safe and take care #PataChanjoKe,Amacheez,Buju city Kikuyu,4,4
2021-08-20 09:41:54+00:00,1428653510028050445,"I’d really appreciate a response to this!?
@rfmofficialke @MOH_Kenya @DigiRedio @MOH_DHP #makalayatumaini #PataChanjoKe https://t.co/Wa5Ub3m83G",jesse_thaiya,,0,1
2021-08-20 09:07:40+00:00,1428644893493182468,#PataChanjoKe https://t.co/Pt3zp6RGhk,mwiriginkaabu,"Nairobi, Kenya",1,0
2021-08-20 09:06:54+00:00,1428644700420968451,"Quick process @thenairobihosp. Booked online at  https://t.co/kZXijSjPZq, got a 12.00 slot for today. Was there by 11.40. Done by noon.  #PataChanjoKe",fred_muya,"Nairobi, Kenya",1,2
2021-08-20 08:52:45+00:00,1428641139716931592,#PataChanjoKE Parklands 💪🏾💉 https://t.co/adPLITh4Qn,covid_kenya,"Nairobi, Kenya",0,0
2021-08-20 07:18:54+00:00,1428617524023865351,"@DigiRedio @MOH_Kenya @MOH_DHP @UNICEFKenya @rfmofficialke , #PataChanjoKe",jesse_thaiya,,0,1
2021-08-20 07:18:41+00:00,1428617466389925892,#PataChanjoKe https://t.co/qEniMihVbm,_ngwata, 🇰🇪,3,1
2021-08-20 07:18:20+00:00,1428617378020184065,"Aga Khan have opened for vaccination today. The opened at 8am and they seem to have quite an order today. Arrived at 7:45am on the queue, out at 10:15am. #PataChanjoKe",eugineprince,.,19,6
2021-08-20 07:11:02+00:00,1428615541879681037,AKUH's Friday (today) slot seems to have has opened up. #PataChanjoKe https://t.co/YRciBB2Rqi,_ngwata, 🇰🇪,6,2
2021-08-20 07:09:14+00:00,1428615091335929858,"Don't forget. There are two covid vaccine drives in Nairobi tomorrow, Sunday and Monday advice, get there very early or later in the day. Plan for at least a 2 hour wait. Bring a foldable chair. Charge your phone to maximum. Purpose ku #PataChanjoKe No matter what. https://t.co/cA0av36TSU",Onjerika,nairobi,24,8
2021-08-20 06:24:50+00:00,1428603917261234178,"Have you been vaccinated ama unangoja ujaribu Kaluma?

#PataChanjoKE",dnahinga,@Ujenzibora #HoS 0720578632,2,4
2021-08-20 05:36:45+00:00,1428591816895569923,"#PataChanjoKE 💪🏾💉
 
then all you'll have to worry about is money and the police 😳😭 but every little helps https://t.co/88U1KkWoeu",covid_kenya,"Nairobi, Kenya",1,0
